longitude,latitude,aod,k_id
73.69941532774818,35.566666663474344,0.03625,73703557
73.68659036503328,35.57499999680693,0.0355,73693557
73.69683599773143,35.57499999680693,0.035,73703557
73.74806416122213,35.57499999680693,0.03725,73753557
73.7173272631277,35.57499999680693,0.03625,73723557
73.70708163042957,35.57499999680693,0.021,73713557
73.61745879138145,35.566666663474344,0.0415,73623557
73.64560783424069,35.57499999680693,0.02025,73653557
73.666099099637,35.57499999680693,0.03425,73673557
73.61487093614627,35.57499999680693,0.032,73613557
73.65585346693884,35.57499999680693,0.033,73663557
73.6251165688444,35.57499999680693,0.02175,73633557
73.63536220154255,35.57499999680693,0.03475,73643557
73.67634473233514,35.57499999680693,0.03375,73683557
73.6327774974046,35.58333333013952,0.023,73633558
73.73781852852399,35.57499999680693,0.04,73743557
73.72757289582583,35.57499999680693,0.03875,73733557
73.75830979392029,35.57499999680693,0.03575,73763557
73.75573788287207,35.58333333013952,0.03525,73763558
73.70450438892729,35.58333333013952,0.032,73703558
73.73524448529415,35.58333333013952,0.0365,73743558
73.7249977865052,35.58333333013952,0.03475,73723558
73.7454911840831,35.58333333013952,0.02325,73753558
73.69425769013834,35.58333333013952,0.0215,73693558
73.71475108771624,35.58333333013952,0.03,73713558
73.55080390709297,35.58333333013952,0.0395,73553558
73.58154400345984,35.58333333013952,0.03275,73583558
73.5917907022488,35.58333333013952,0.031,73593558
73.61228409982668,35.58333333013952,0.02975,73613558
73.56870722114081,35.5916666634721,0.034,73573559
73.58920275177772,35.5916666634721,0.02675,73593559
73.55845945582237,35.5916666634721,0.0375,73563559
73.59945051709617,35.5916666634721,0.03225,73603559
73.60969828241461,35.5916666634721,0.02975,73613559
73.5482116905039,35.5916666634721,0.034,73553559
73.62253079861564,35.58333333013952,0.03125,73623558
73.64302419619355,35.58333333013952,0.05,73643558
73.66351759377147,35.58333333013952,0.035,73663558
73.65327089498251,35.58333333013952,0.0412499999999999,73653558
73.67376429256043,35.58333333013952,0.0385,73673558
73.68401099134938,35.58333333013952,0.0365,73683558
73.64044157836997,35.5916666634721,0.02475,73643559
73.61994604773305,35.5916666634721,0.028,73623559
73.67118487432532,35.5916666634721,0.0235,73673559
73.65068934368843,35.5916666634721,0.02475,73653559
73.66093710900687,35.5916666634721,0.024,73663559
73.68143263964379,35.5916666634721,0.0235,73683559
73.63019381305153,35.5916666634721,0.02875,73633559
73.62761114847562,35.59999999680469,0.0305,73633560
73.66860647762292,35.59999999680469,0.0325,73673560
73.65835764533608,35.59999999680469,0.02675,73663560
73.64810881304928,35.59999999680469,0.02675,73653560
73.63785998076247,35.59999999680469,0.026,73643560
73.67885530990972,35.59999999680469,0.032,73683560
73.61736231618882,35.59999999680469,0.02525,73623560
73.75316699687292,35.5916666634721,0.03325,73753559
73.74291923155448,35.5916666634721,0.02175,73743559
73.70192817028068,35.5916666634721,0.03625,73703559
73.71217593559913,35.5916666634721,0.0355,73713559
73.69168040496224,35.5916666634721,0.03825,73693559
73.7224237009176,35.5916666634721,0.022,73723559
73.73267146623604,35.5916666634721,0.0325,73733559
73.73009947134382,35.59999999680469,0.03225,73733560
73.68910414219656,35.59999999680469,0.0235,73693560
73.74034830363064,35.59999999680469,0.032,73743560
73.57895498645928,35.5916666634721,0.03475,73583559
73.59686465161519,35.59999999680469,0.028,73603560
73.57636698704155,35.59999999680469,0.0355,73583560
73.58661581932839,35.59999999680469,0.039,73593560
73.5456204901811,35.59999999680469,0.0205,73553560
73.56611815475475,35.59999999680469,0.0375,73573560
73.55586932246791,35.59999999680469,0.03525,73563560
73.60711348390201,35.59999999680469,0.027,73613560
73.55328020580974,35.60833333013728,0.02275,73553561
73.60452970428094,35.60833333013728,0.054,73603561
73.76598458166102,35.58333333013952,0.03425,73773558
73.76341476219139,35.5916666634721,0.03175,73763559
73.77366252750984,35.5916666634721,0.03025,73773559
73.77109480049108,35.59999999680469,0.0355,73773560
73.7813436327779,35.59999999680469,0.03325,73783560
73.76084596820425,35.59999999680469,0.03425,73763560
73.77877799908292,35.60833333013728,0.03525,73783561
73.78902789877716,35.60833333013728,0.03475,73793561
73.76852809938867,35.60833333013728,0.034,73773561
73.76596242419778,35.616666663469864,0.0385,73773562
73.75059713591745,35.59999999680469,0.0335,73753560
73.7096018067702,35.59999999680469,0.036,73713560
73.69935297448338,35.59999999680469,0.03875,73703560
73.719850639057,35.59999999680469,0.03675,73723560
73.75827819969444,35.60833333013728,0.03575,73763561
73.72752850061177,35.60833333013728,0.03625,73733561
73.68652890183482,35.60833333013728,0.0335,73693561
73.7070287012233,35.60833333013728,0.035,73713561
73.737778400306,35.60833333013728,0.03575,73743561
73.69677880152906,35.60833333013728,0.02975,73703561
73.57378000519823,35.60833333013728,0.04025,73573561
73.56353010550399,35.60833333013728,0.04,73563561
73.58402990489247,35.60833333013728,0.04025,73583561
73.54303030611551,35.60833333013728,0.023,73543561
73.5942798045867,35.60833333013728,0.02775,73593561
73.57119404092094,35.616666663469864,0.038,73573562
73.61219791108451,35.616666663469864,0.00625,73613562
73.59169597600273,35.616666663469864,0.04425,73593562
73.56094307338006,35.616666663469864,0.03675,73563562
73.55069210583918,35.616666663469864,0.025,73553562
73.63527940336363,35.60833333013728,0.02625,73643561
73.61477960397518,35.60833333013728,0.0,73613561
73.67627900214057,35.60833333013728,0.034,73683561
73.6557792027521,35.60833333013728,0.026,73663561
73.64552930305787,35.60833333013728,0.02625,73653561
73.66602910244633,35.60833333013728,0.03675,73673561
73.62502950366938,35.60833333013728,0.0,73633561
73.66345274878893,35.616666663469864,0.03625,73663562
73.64295081370715,35.616666663469864,0.0,73643562
73.65320178124804,35.616666663469864,0.055,73653562
73.71727860091752,35.60833333013728,0.03275,73723561
73.74802830000023,35.60833333013728,0.03725,73753561
73.73520952157514,35.616666663469864,0.035,73743562
73.74546048911604,35.616666663469864,0.03575,73753562
73.70445661895249,35.616666663469864,0.034,73703562
73.6942056514116,35.616666663469864,0.03625,73693562
73.72495855403426,35.616666663469864,0.03325,73723562
73.75571145665693,35.616666663469864,0.0385,73763562
73.71470758649338,35.616666663469864,0.037,73713562
73.75314573908669,35.62499999680245,0.03825,73753562
73.67370371632981,35.616666663469864,0.0345,73673562
73.6839546838707,35.616666663469864,0.034,73683562
73.62244887862539,35.616666663469864,0.0,73623562
73.63269984616626,35.616666663469864,0.0,73633562
73.65062538081712,35.62499999680245,0.02625,73653562
73.68138148829799,35.62499999680245,0.035,73683562
73.63012130916323,35.62499999680245,0.027,73633562
73.67112945247104,35.62499999680245,0.02525,73673562
73.64037334499017,35.62499999680245,0.02675,73643562
73.66087741664408,35.62499999680245,0.0255,73663562
73.60194694354362,35.616666663469864,0.02675,73603562
73.58144500846184,35.616666663469864,0.03975,73583562
73.57886113002844,35.62499999680245,0.03925,73583562
73.60961723750933,35.62499999680245,0.02675,73613562
73.58911316585541,35.62499999680245,0.0405,73593562
73.54810502254759,35.62499999680245,0.03525,73553562
73.56860909420149,35.62499999680245,0.04175,73573562
73.59936520168236,35.62499999680245,0.027,73603562
73.55835705837455,35.62499999680245,0.041,73563562
73.54551895592651,35.63333333013504,0.0285,73553563
73.79671532682046,35.616666663469864,0.03425,73803562
73.78646435927956,35.616666663469864,0.035,73793562
73.77621339173866,35.616666663469864,0.0355,73783562
73.78390184656752,35.62499999680245,0.037,73783562
73.77364981074057,35.62499999680245,0.0417499999999999,73773562
73.7941538823945,35.62499999680245,0.03625,73793562
73.80440591822145,35.62499999680245,0.0355,73803562
73.76339777491363,35.62499999680245,0.0419999999999999,73763562
73.80184656974204,35.63333333013504,0.03775,73803563
73.7915934651894,35.63333333013504,0.0395,73793563
73.7018855599519,35.62499999680245,0.03875,73703562
73.73264166743277,35.62499999680245,0.023,73733562
73.71213759577887,35.62499999680245,0.039,73713562
73.69163352412494,35.62499999680245,0.0355,73693562
73.72238963160582,35.62499999680245,0.02275,73723562
73.74289370325972,35.62499999680245,0.0355,73743562
73.70956862876844,35.63333333013504,0.0245,73713563
73.71982173332108,35.63333333013504,0.0235,73723563
73.6890624196632,35.63333333013504,0.026,73693563
73.69931552421582,35.63333333013504,0.03525,73703563
73.39449521072713,35.5916666634721,0.0,73393559
73.38424744540869,35.5916666634721,0.0,73383559
73.38163917359202,35.59999999680469,0.0,73383560
73.31491985239879,35.616666663469864,0.0,73313562
73.32517081993969,35.616666663469864,0.0,73333562
73.3225602343546,35.62499999680245,0.0,73323562
73.30205616270068,35.62499999680245,0.0,73303562
73.31230819852765,35.62499999680245,0.0,73313562
73.29180412687373,35.62499999680245,0.0,73293562
73.289191342111,35.63333333013504,0.0,73293563
73.31995065576885,35.63333333013504,0.0,73323563
73.33020376032148,35.63333333013504,0.0,73333563
73.27893823755836,35.63333333013504,0.0,73283563
73.50981711193715,35.58333333013952,0.04275,73513558
73.48932371435923,35.58333333013952,0.03375,73493558
73.51746839454856,35.5916666634721,0.0365,73523559
73.49697286391164,35.5916666634721,0.03075,73503559
73.5072206292301,35.5916666634721,0.0305,73513559
73.47647733327474,35.5916666634721,0.0315,73483559
73.53796392518545,35.5916666634721,0.03175,73543559
73.48672509859318,35.5916666634721,0.03675,73493559
73.527716159867,35.5916666634721,0.03175,73533559
73.53537165789429,35.59999999680469,0.0292499999999999,73543560
73.43288333502612,35.59999999680469,0.0,73433560
73.46362983188656,35.59999999680469,0.00875,73463560
73.44313216731292,35.59999999680469,0.0,73443560
73.45338099959976,35.59999999680469,0.0,73453560
73.42263450273929,35.59999999680469,0.0,73423560
73.41238567045247,35.59999999680469,0.0,73413560
73.40213683816566,35.59999999680469,0.0,73403560
73.43028140947892,35.60833333013728,0.0,73433561
73.40978161009046,35.60833333013728,0.0,73413561
73.45078120886741,35.60833333013728,0.0,73453561
73.494376328747,35.59999999680469,0.02925,73493560
73.52512282560745,35.59999999680469,0.032,73533560
73.47387866417338,35.59999999680469,0.01,73473560
73.48412749646019,35.59999999680469,0.0355,73483560
73.50462516103381,35.59999999680469,0.0325,73503560
73.51487399332065,35.59999999680469,0.03525,73513560
73.50203070733856,35.60833333013728,0.03475,73503561
73.51228060703279,35.60833333013728,0.02725,73513561
73.52253050672705,35.60833333013728,0.03425,73523561
73.47128100825589,35.60833333013728,0.04025,73473561
73.39188800587884,35.59999999680469,0.0,73393560
73.36878201131351,35.60833333013728,0.0,73373561
73.39953171039623,35.60833333013728,0.0,73403561
73.35853211161928,35.60833333013728,0.0,73363561
73.389281810702,35.60833333013728,0.0,73393561
73.37903191100774,35.60833333013728,0.0,73383561
73.48153090795012,35.60833333013728,0.04125,73483561
73.49178080764433,35.60833333013728,0.0355,73493561
73.53278040642128,35.60833333013728,0.0325,73533561
73.51993920321651,35.616666663469864,0.033,73523562
73.48918630059386,35.616666663469864,0.04,73493562
73.53019017075741,35.616666663469864,0.0255,73533562
73.50968823567563,35.616666663469864,0.033,73513562
73.54044113829829,35.616666663469864,0.025,73543562
73.49943726813474,35.616666663469864,0.03375,73503562
73.47893533305297,35.616666663469864,0.0395,73483562
73.46103110856164,35.60833333013728,0.01175,73463561
73.42003150978469,35.60833333013728,0.0,73423561
73.44053130917318,35.60833333013728,0.0,73443561
73.40717856026677,35.616666663469864,0.0,73413562
73.46868436551209,35.616666663469864,0.0414999999999999,73473562
73.42768049534854,35.616666663469864,0.0,73433562
73.44818243043032,35.616666663469864,0.0,73453562
73.41742952780766,35.616666663469864,0.0,73423562
73.43793146288942,35.616666663469864,0.0,73443562
73.45843339797122,35.616666663469864,0.029,73463562
73.33542178748057,35.616666663469864,0.0,73343562
73.37642565764409,35.616666663469864,0.0,73383562
73.34567275502145,35.616666663469864,0.0,73353562
73.36617469010321,35.616666663469864,0.0,73373562
73.38667662518498,35.616666663469864,0.0,73393562
73.35592372256235,35.616666663469864,0.0,73363562
73.39692759272589,35.616666663469864,0.0,73403562
73.36356837766242,35.62499999680245,0.0,73363562
73.35331634183547,35.62499999680245,0.0,73353562
73.33281227018156,35.62499999680245,0.0,73333562
73.47634077175891,35.62499999680245,0.029,73483562
73.53785298672064,35.62499999680245,0.04625,73543562
73.50709687923977,35.62499999680245,0.03325,73513562
73.49684484341282,35.62499999680245,0.03825,73503562
73.51734891506672,35.62499999680245,0.02625,73523562
73.52760095089367,35.62499999680245,0.02675,73533562
73.48659280758586,35.62499999680245,0.03,73493562
73.52501274682125,35.63333333013504,0.0,73533563
73.53526585137388,35.63333333013504,0.0,73543563
73.47374722405817,35.63333333013504,0.0,73473563
73.46608873593198,35.62499999680245,0.029,73473562
73.45583670010501,35.62499999680245,0.0335,73463562
73.41482855679719,35.62499999680245,0.0,73413562
73.40457652097022,35.62499999680245,0.0,73403562
73.43533262845109,35.62499999680245,0.0,73443562
73.42508059262414,35.62499999680245,0.0,73433562
73.44558466427804,35.62499999680245,0.05075,73453562
73.41222859674244,35.63333333013504,0.0,73413563
73.45324101495292,35.63333333013504,0.0,73453563
73.42248170129506,35.63333333013504,0.0,73423563
73.39432448514326,35.62499999680245,0.0,73393562
73.37382041348936,35.62499999680245,0.0,73373562
73.3840724493163,35.62499999680245,0.0,73383562
73.34306430600851,35.62499999680245,0.0,73343562
73.35070996942673,35.63333333013504,0.0,73353563
73.38146928308457,35.63333333013504,0.0,73383563
73.36096307397933,35.63333333013504,0.0,73363563
73.37121617853197,35.63333333013504,0.0,73373563
73.3404568648741,35.63333333013504,0.0,73343563
73.39172238763719,35.63333333013504,0.0,73393563
73.61986927333628,35.62499999680245,0.0579999999999999,73623562
73.65830310600532,35.63333333013504,0.027,73663563
73.67880931511057,35.63333333013504,0.0265,73683563
73.64805000145272,35.63333333013504,0.02725,73653563
73.62754379234748,35.63333333013504,0.02825,73633563
73.6377968969001,35.63333333013504,0.028,73643563
73.61729068779486,35.63333333013504,0.04375,73623563
73.66855621055797,35.63333333013504,0.02675,73673563
73.65572981686631,35.641666663467625,0.028,73663564
73.64547564314827,35.641666663467625,0.02875,73653564
73.78134036063678,35.63333333013504,0.04375,73783563
73.77108725608417,35.63333333013504,0.03925,73773563
73.76083415153155,35.63333333013504,0.023,73763563
73.81209967429464,35.63333333013504,0.0335,73813563
73.79928824891928,35.641666663467625,0.04125,73803564
73.7685257277651,35.641666663467625,0.0,73773564
73.80954242263736,35.641666663467625,0.03925,73813564
73.77877990148316,35.641666663467625,0.0,73783564
73.78903407520122,35.641666663467625,0.0,73793564
73.81979659635543,35.641666663467625,0.0345,73823564
73.74032794242632,35.63333333013504,0.0235,73743563
73.73007483787369,35.63333333013504,0.0235,73733563
73.75058104697894,35.63333333013504,0.02375,73753563
73.75827155404703,35.641666663467625,0.0,73763564
73.69674651173861,35.641666663467625,0.027,73703564
73.71725485917474,35.641666663467625,0.0,73723564
73.7377632066109,35.641666663467625,0.0,73743564
73.68649233802054,35.641666663467625,0.028,73693564
73.70700068545668,35.641666663467625,0.0255,73713564
73.74801738032896,35.641666663467625,0.0,73753564
73.604458948276,35.641666663467625,0.04075,73603564
73.57369642712177,35.641666663467625,0.0,73573564
73.58395060083986,35.641666663467625,0.029,73583564
73.58137084595649,35.64999999680021,0.0,73583565
73.59162608927996,35.64999999680021,0.0,73593565
73.61213657592693,35.64999999680021,0.0395,73613565
73.55060511598602,35.64999999680021,0.0,73553565
73.56086035930952,35.64999999680021,0.0,73563565
73.571115602633,35.64999999680021,0.0,73573565
73.60188133260344,35.64999999680021,0.04175,73603565
73.6659839905844,35.641666663467625,0.02825,73673564
73.67623816430248,35.641666663467625,0.02825,73683564
73.62496729571214,35.641666663467625,0.043,73623564
73.63522146943019,35.641666663467625,0.04625,73643564
73.61471312199407,35.641666663467625,0.03975,73613564
73.66341279254432,35.64999999680021,0.0,73663565
73.6736680358678,35.64999999680021,0.0,73673565
73.62239181925041,35.64999999680021,0.03825,73623565
73.63264706257388,35.64999999680021,0.04225,73633565
73.68392327919129,35.64999999680021,0.0,73683565
73.72750903289283,35.641666663467625,0.0,73733564
73.71468900916173,35.64999999680021,0.0,73713565
73.7249442524852,35.64999999680021,0.0,73723565
73.74545473913219,35.64999999680021,0.0,73753565
73.73519949580871,35.64999999680021,0.0,73743565
73.69417852251478,35.64999999680021,0.0,73693565
73.70443376583825,35.64999999680021,0.0,73703565
73.75570998245567,35.64999999680021,0.0,73763565
73.72238049664604,35.658333330132805,0.0,73723566
73.70186786990796,35.658333330132805,0.0,73703566
73.81724144239655,35.64999999680021,0.03675,73823565
73.76596522577914,35.64999999680021,0.0,73773565
73.80698619907305,35.64999999680021,0.028,73813565
73.7864757124261,35.64999999680021,0.0,73793565
73.77622046910263,35.64999999680021,0.0,73783565
73.82749668572004,35.64999999680021,0.0345,73833565
73.79673095574957,35.64999999680021,0.0,73803565
73.7634057501222,35.658333330132805,0.0,73763566
73.77366206349124,35.658333330132805,0.0,73773566
73.81468731696738,35.658333330132805,0.03725,73813566
73.65315754922085,35.64999999680021,0.0,73653565
73.64290230589738,35.64999999680021,0.04625,73643565
73.68135524316985,35.658333330132805,0.0,73683566
73.63007367632467,35.658333330132805,0.0095,73633566
73.6710989298008,35.658333330132805,0.0,73673566
73.61981736295563,35.658333330132805,0.01275,73623566
73.6608426164318,35.658333330132805,0.0,73663566
73.65058630306275,35.658333330132805,0.0,73653566
73.64032998969371,35.658333330132805,0.0,73643566
73.61724392682122,35.66666666346539,0.01275,73623567
73.55827948274137,35.658333330132805,0.0,73563566
73.54802316937233,35.658333330132805,0.0,73553566
73.56853579611042,35.658333330132805,0.0,73573566
73.59930473621753,35.658333330132805,0.0,73603566
73.57879210947947,35.658333330132805,0.0,73583566
73.58904842284849,35.658333330132805,0.0,73593566
73.60956104958657,35.658333330132805,0.0,73613566
73.54544223983669,35.66666666346539,0.0,73553567
73.55569962369162,35.66666666346539,0.0,73563567
73.6069865429663,35.66666666346539,0.0,73613567
73.73263681001508,35.658333330132805,0.0,73733566
73.712124183277,35.658333330132805,0.0,73713566
73.75314943675318,35.658333330132805,0.0,73753566
73.74289312338414,35.658333330132805,0.0,73743566
73.6916115565389,35.658333330132805,0.0,73693566
73.70956038151562,35.66666666346539,0.0,73713567
73.73007514922548,35.66666666346539,0.0,73733567
73.75058991693534,35.66666666346539,0.0,73753567
73.69930299766068,35.66666666346539,0.0,73703567
73.7403325330804,35.66666666346539,0.0,73743567
73.29944444666361,35.63333333013504,0.0,73303563
73.30969755121623,35.63333333013504,0.0,73313563
73.26868513300573,35.63333333013504,0.0,73273563
73.29683373673393,35.641666663467625,0.0,73303564
73.26607121557971,35.641666663467625,0.0,73273564
73.307087910452,35.641666663467625,0.0,73313564
73.27632538929778,35.641666663467625,0.0,73283564
73.28657956301583,35.641666663467625,0.0,73293564
73.31734208417006,35.641666663467625,0.0,73323564
73.32759625788813,35.641666663467625,0.0,73333564
73.25320305960508,35.64999999680021,0.0,73253565
73.26345830292854,35.64999999680021,0.0,73263565
73.2403337683011,35.658333330132805,0.0,73243566
73.2608463950392,35.658333330132805,0.0,73263566
73.27371354625203,35.64999999680021,0.0,73273565
73.30447927622248,35.64999999680021,0.0,73303565
73.28396878957551,35.64999999680021,0.0,73283565
73.294224032899,35.64999999680021,0.0,73293565
73.32498976286944,35.64999999680021,0.0,73323565
73.31473451954596,35.64999999680021,0.0,73313565
73.30187164851533,35.658333330132805,0.0,73303566
73.29161533514629,35.658333330132805,0.0,73293566
73.27110270840822,35.658333330132805,0.0,73273566
73.32238427525343,35.658333330132805,0.0,73323566
73.37626597948686,35.64999999680021,0.0,73383565
73.33524500619292,35.64999999680021,0.0,73343565
73.3455002495164,35.64999999680021,0.0,73353565
73.38652122281033,35.64999999680021,0.0,73393565
73.38392215546767,35.658333330132805,0.0,73383566
73.37366584209863,35.658333330132805,0.0,73373566
73.33264058862247,35.658333330132805,0.0,73333566
73.34289690199151,35.658333330132805,0.0,73343566
73.35315321536055,35.658333330132805,0.0,73353566
73.3634095287296,35.658333330132805,0.0,73363566
73.31212796188439,35.658333330132805,0.0,73313566
73.28135902177725,35.658333330132805,0.0,73283566
73.29926502731834,35.66666666346539,0.0,73303567
73.2890076434634,35.66666666346539,0.0,73293567
73.30952241117326,35.66666666346539,0.0,73313567
73.31977979502821,35.66666666346539,0.0,73323567
73.26849287575357,35.66666666346539,0.0,73273567
73.33003717888315,35.66666666346539,0.0,73333567
73.27875025960847,35.66666666346539,0.0,73283567
73.28640095783805,35.67499999679798,0.0,73293567
73.46349411950555,35.63333333013504,0.0,73463563
73.4019754921898,35.63333333013504,0.0,73403563
73.44298791040029,35.63333333013504,0.0,73443563
73.43273480584769,35.63333333013504,0.0,73433563
73.40962964763267,35.641666663467625,0.0,73413564
73.45064634250495,35.641666663467625,0.0,73453564
73.46090051622302,35.641666663467625,0.0,73463564
73.41988382135075,35.641666663467625,0.0,73423564
73.4403921687869,35.641666663467625,0.0,73443564
73.43013799506882,35.641666663467625,0.0,73433564
73.59678447868961,35.63333333013504,0.028,73603563
73.56602516503176,35.63333333013504,0.02875,73573563
73.586531374137,35.63333333013504,0.0365,73593563
73.55577206047913,35.63333333013504,0.029,73563563
73.60703758324225,35.63333333013504,0.0375,73613563
73.57627826958436,35.63333333013504,0.0285,73583563
73.54293390596757,35.641666663467625,0.0,73543564
73.59420477455792,35.641666663467625,0.043,73593564
73.56344225340371,35.641666663467625,0.0,73563564
73.55318807968564,35.641666663467625,0.0,73553564
73.49425343316341,35.63333333013504,0.0,73493563
73.51475964226864,35.63333333013504,0.0,73513563
73.50450653771604,35.63333333013504,0.0,73503563
73.4840003286108,35.63333333013504,0.0,73483563
73.4711546899411,35.641666663467625,0.0,73473564
73.5326797322495,35.641666663467625,0.0,73533564
73.49166303737724,35.641666663467625,0.0,73493564
73.51217138481339,35.641666663467625,0.0,73513564
73.50191721109532,35.641666663467625,0.0,73503564
73.52242555853144,35.641666663467625,0.0,73523564
73.37886712647848,35.641666663467625,0.0,73383564
73.38912130019654,35.641666663467625,0.0,73393564
73.34810460532428,35.641666663467625,0.0,73353564
73.36861295276042,35.641666663467625,0.0,73373564
73.3378504316062,35.641666663467625,0.0,73343564
73.35835877904235,35.641666663467625,0.0,73363564
73.3993754739146,35.641666663467625,0.0,73403564
73.3557554928399,35.64999999680021,0.0,73363565
73.3967764661338,35.64999999680021,0.0,73403565
73.36601073616337,35.64999999680021,0.0,73373565
73.48140886365917,35.641666663467625,0.0,73483564
73.47881841272167,35.64999999680021,0.0,73483565
73.48907365604516,35.64999999680021,0.0,73493565
73.53009462933906,35.64999999680021,0.0,73533565
73.50958414269212,35.64999999680021,0.0,73513565
73.54034987266255,35.64999999680021,0.0,73543565
73.49932889936863,35.64999999680021,0.0,73503565
73.51983938601559,35.64999999680021,0.0,73523565
73.47622897578904,35.658333330132805,0.0,73483566
73.50699791589618,35.658333330132805,0.0,73513566
73.40703170945729,35.64999999680021,0.0,73413565
73.44805268275123,35.64999999680021,0.0,73453565
73.4583079260747,35.64999999680021,0.0,73463565
73.46856316939818,35.64999999680021,0.0,73473565
73.43779743942774,35.64999999680021,0.0,73443565
73.42754219610426,35.64999999680021,0.0,73433565
73.41728695278076,35.64999999680021,0.0,73423565
73.42494740894382,35.658333330132805,0.0,73423566
73.40443478220575,35.658333330132805,0.0,73403566
73.45571634905096,35.658333330132805,0.0,73463566
73.43520372231289,35.658333330132805,0.0,73443566
73.46597266242,35.658333330132805,0.0,73473566
73.44546003568192,35.658333330132805,0.0,73453566
73.4146910955748,35.658333330132805,0.0,73413566
73.40183886586767,35.66666666346539,0.0,73403567
73.4120962497226,35.66666666346539,0.0,73413567
73.43261101743245,35.66666666346539,0.0,73433567
73.46338316899725,35.66666666346539,0.0,73463567
73.42235363357752,35.66666666346539,0.0,73423567
73.45312578514233,35.66666666346539,0.0,73453567
73.53776685600329,35.658333330132805,0.0,73543566
73.49674160252714,35.658333330132805,0.0,73503566
73.51725422926522,35.658333330132805,0.0,73523566
73.52751054263425,35.658333330132805,0.0,73533566
73.4864852891581,35.658333330132805,0.0,73493566
73.50441270441699,35.66666666346539,0.0,73503567
73.47364055285219,35.66666666346539,0.0,73473567
